id,sentence,difficulty
9545,terrifiante. caravane traversait lentement les dunes orangées comme le soleil déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l'obscurité la plus totale et La,C1
9546,attendre. mères de mes amis d'école se sont rejoins devant la grille pour les Les,B1
9547,"bains y a cinq chambres, une grande cuisine, un salon et deux salles de Il",A1
9548,"? serveur : Bonsoir Mesdames, qu'est-ce que vous voulez boire Le",A2
9549,lui. suis complètement en sécurité car j'ai une entière confiance en Je,B1
9550,"frisé. me suis concentré sur les pousses rapides : laitue, kale, chou kale, chou Je",B2
9551,"migration. le plan sociodémographique, ils ressemblent aux ménages non issus de la migration; sur le plan économique, ils se rapprochent plutôt des ménages issus de la Sur",C1
9552,balbutiements. robots humanoïdes n'en sont qu'à leurs Les,C2
9553,rêve. crûmes longtemps que nos ancêtres eurent vécu une vie de Nous,C2
9554,"grande. ils se verront, elle pleurera et elle s'évanouira ; l'émotion sera trop Quand",B1
9555,"kilogrammes. qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan, chaque centimètre carré de la surface de votre corps subirait une pression de mille Ce",B2
9556,salle-de-bain. vais prendre ma douche dans ma Je,A1
9557,portugais. y a des cours de Il,A1
9558,"sanctifiée"". au judaïsme, il lui oppose l'idée d'une ""jouissance Comme",C2
9559,"propre! bien le pot de yaourt, il doit être Lave",A1
9560,"hommes. et adialectique, cet univers d'objets abstraits n'admet que l'homme opposé à la nature, jamais à d'autres Apolitique",C2
9561,"mienne. m'agitais ainsi intérieurement, lorsque je fis connaissance avec le comte de P ***, homme de quarante ans, dont la famille était alliée à la Je",C1
9562,"européens. les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des polongements Inversement,",C2
9563,"tôt. tu veux, tu peux arriver Si",A1
9564,"autres l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux Puis,",B2
9565,Comment peut-on aimer l'école ?,A2
9566,! très gentil de sa part C'est,A2
9567,"voisine. pour que rien ne brise l'élan dont il va tâcher de la ressaisir, j'écarte tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon attention contre les bruits de la chambre Et,",C2
9568,encore. la formation reçue lors de son apprentissage à l'atelier Verrocchio pourrait être plus large Mais,C1
9569,Etats-Unis. Inuits pourraient porter plainte contre les Les,B2
9570,Idem pour les voies technologiques.,C1
9571,"grêle y a des nuages avec de la pluie sur la carte, c'est qu'il va pleuvoir et qu'il y a des risques de tempête ou de S'il",B1
9572,italienne. ont l'intention de s'enfuir par la frontière Ils,A2
9573,"d'empathie plus, nous assistons aussi à la perte d'une caractéristique ô combien essentielle et salvatrice pour notre espèce : la faculté De",C2
9574,"bougies. sont celles qui, comme le basque, l'égyptien, le chinois, le grec, l'hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 Rares",C1
9575,"simultanément. souvent, lorsqu'une technique est émergente, sa finalisation se produit en plusieurs endroits presque Comme",C2
9576,l'été. réunis tous ceux qui j'aime bien pour fêter l'arrivée de je,A1
9577,"années. dirais qu'Andy Warhol est l'artiste le plus complexe, multi-facettes et révolutionnaire de ces soixante dernières Je",B2
9578,"chose. ce que tâcherait de concevoir une pensée véritablement complexe, inspirée d'Edgar Morin, qui aurait conscience des liens unissant chaque C'est",C2
9579,C'est maintenant ou jamais.,A2
9580,"inutile. Nave-Bekhti, secrétaire générale du Sgen-CFDT , juge cette nouvelle interdiction Catherine",B2
9581,"l'Angleterre. même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à peu façonner la société policée de l'Europe continentale et même dans une certaine mesure de En",C2
9582,Et c'est efficace ?,A1
9583,pleurer. dirait qu'elle a pleuré ou qu'elle va On,A2
9584,"éloignée. après-midi du mois de juin, Fabrice entendit une forte canonnade assez Une",B2
9585,européen. politique du sens moderne du mot Europe est claire: on est parvenu à l'idée d'Europe à partir de la notion d'équilibre L'origine,C2
9586,l'invitation. est vraiment contente que tu aies acccepté Elle,B1
9587,"interrompu. peut aussi répondre à des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme L'ordinateur",C2
9588,Peux-tu parler plus lentement?,A1
9589,"absolu il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et Finalement,",C2
9590,"Prométhée"" ailleurs, Platon, dans Protagoras, relate l'apparition de la technique, et donc du travail, chez les Hommes dans ""le mythe de Par",C2
9591,femme. démon voulait trouver une cachette pour ne pas revoir la méchante Le,B1
9592,pays est primordial que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce Il,C2
9593,! me sens très bien dans ma nouvelle maison Je,A2
9594,"usé. 40 ans, il est À",B1
9595,"frère. son anniversaire, il a eu autant d'argent que son A",B1
9596,L'anecdote est révélatrice.,B2
9597,exercices doit aussi faire tous les On,A1
9598,"usages. Buren exprime ces différents points de vue sur la ressource à travers une triple définition du concept : la ressource institutionnelle, telle qu'elle perçut au travers des règles qui encadrent ses usages, la ressource physique perçue au travers des fonctions qu'elle remplit et finalement la ressource sociale, lorsqu'elle est envisagée au travers des relations, qui se nouent entre ses De",C2
9599,"roi. dragon était le vieux serpent, le Ce",A2
9600,piscine. aussi le moment idéal pour profiter de l'eau et aller nager à la mer ou à la C'est,A1
9601,disparu. as continué à penser à ton amant Tu,B1
9602,"colline. grimpai jusqu'à mi-pente, démontai et, tenant l'arc à demi bandé, parvins en haut de la Je",C1
9603,pharmacie les ai vues devant la Je,A2
9604,Il veut tout manger.,A2
9605,"Kangourou)"" d'autres pourront préférer L'Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Mais",C2
9606,"arbres. les mélangeant, on peut former d'autres couleurs. Le vert par exemple, est la couleur de l'herbe et des feuilles des En",B1
9607,Lucas acheté une maison en lotissement comme la famille de J'ai,B1
9608,Paris. ont déménagé car sa femme a été mutée à Ils,B1
9609,"1939. rêve, en chassant l'histoire de l'histoire elle-même, est d'aboutir à un frottement régulier, sans frottement ni cahot, qui s'incarne dans la roue et la trajectoire circulaire, leitmotiv et poncif de toutes les Expositions universelles, depuis la Grande Roue de Ferris jsuqu'au gyrotron en passant par le tapis roulant circulaire de Paris 1900 et le Rocket Ship de New York Son",C2
9610,gravité. organe doit trouver sa place en fonction de critères différents comme le centre de Chaque,C1
9611,"correctement. tu vois le film, tu écris un texte et tu décris l'histoire Alors,",A2
9612,"raisons. part, nous projetons d'externaliser en partie les essais cliniques pour deux D'autre",B2
9613,"Luxembourg. fait beau, l'après-midi vous pouvez aller au jardin du S'il",A1
9614,Je vous ouvre un compte.,A2
9615,"soleil. fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du Par",B2
9616,"l'enchanteresse? bout de trois ans et trois jours, le prince a enfin découvert Au",B1
9617,"respecté. selon le Haut conseil en santé publique, les ""lieux diffusant de la musique amplifiée"" ne doivent pas dépasser le niveau moyen de 105 dB durant quinze minutes, ce qui est rarement Enfin,",B2
9618,bas. membres sont au nombre de quatre : deux en haut et deux en Les,B1
9619,"vraiment. il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra que tu l'aimes Quand",B1
9620,Cité suis fatiguée et préfère prendre le métro pour aller à l'Île de la Je,B1
9621,plaît dois beaucoup travailler mais ça me Je,A1
9622,"l'île. sont en vacances, il n'y a que nous sur cette partie de Ils",B1
9623,"fenêtres. il fera le ménage de l'appartement, il jettera les vieux papiers, il nettoiera le linge et il ouvrira les Quand",B1
9624,jour. preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par Pour,B2
9625,veste. mets mon portable dans la poche de ma Je,A1
9626,"démographique. sous-fécondité a l'échelle ibérique et départs forment ainsi un système régulateur de la croissance Célibat,",C2
9627,"Là, d'un coup, c'était constant",A2
9628,"l'histoire. tu voyais le film, tu écrivais un texte et tu décrivais Alors,",A2
9629,"divorce. les 40 hommes et femmes présents, 32 étaient séparés ou en instance de Sur",C1
9630,? le gouvernement a-t-il décidé une extension du public visé Pourquoi,B2
9631,"Tours toi, quand est-ce que tu rentres à Et",A2
9632,"responsabilités. deuxième position, les Français font figurer les bonnes manières, puis le sens des En",B2
9633,"d'huile une meilleure conservation, notre chef a transformé ses piments végétariens et son ail en purée, en les mixant avec une à deux cuillères Pour",C1
9634,! a déjà inventé une machine à enlever la peau des bananes Il,A2
9635,moderne. perdais mon temps : je ne faisais rien d'utile à la société Je,B1
9636,"lourde. donc que j'entendais la médiocrité disserter avec complaisance sur des principes bien établis, bien incontestables, en fait de morale, de convenance ou de religion, choses qu'elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non que j'eusse adopté des opinions opposées, mais parce que j'étais impatienté d'une conviction si ferme et si Lors",C2
9637,"recommence. déjà le lundi, et toute la semaine C'est",A2
9638,"mathématiques. beaucoup de filles s'estiment bonnes en maths , mais n'ont jamais envisagé d'y faire carrière ; un premier indice expliquant peut-être le faible nombre de femmes en Pourtant,",B2
9639,"transgéniques. écologistes n'ont pas réussi à faire exclure les plantations ne comportant qu'une seule essence, ni l'utilisation d'espèces ""aliens"" et de variétés Les",C1
9640,"augmenté. n'est une surprise pour personne: avec le semi-confinement et le télétravail, les conflits entre voisins ont Ce",B1
9641,"! mon premier mot : ""Tu vas rejoindre Napoléon À",B1
9642,"cantons. indice, basé sur la formule de Herfindahl‐Hirschmann utilisée dans le domaine de l'économie comme mesure de la concentration du marché, représente dans notre cas le degré de fragmentation, ou vice‐versa de consolidation, de la structure institutionnelle des Cet",C2
9643,"Chez nous, c'est nuageux.",B1
9644,"avancement. prêtre, confesseur du marquis del Dongo, eût pu sauver Prina en lui ouvrant la grille de l'église de San Giovanni, devant laquelle on traînait le malheureux ministre, qui même un instant fut abandonné dans le ruisseau, au milieu de la rue ; mais il refusa d'ouvrir sa grille avec dérision, et, six mois après, le marquis eut le bonheur de lui faire obtenir un bel Un",C1
9645,"chambre. un livre, un pantalon et une nouvelle lampe pour ma J'achète",A1
9646,relaxantes sont des vacances très Ce,A1
9647,"plaît. votre attention, s'il vous Mesdames,",A1
9648,"dettes. Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, dans certains cas, une annulation des Alain",B2
9649,"parterres. sa descente de voiture, au premier plan de ce résumé fictif de leur vie domestique que les maîtresses de maison prétendent offrir à leurs invités les jours de cérémonie et où elles cherchent à respecter la vérité du costume et celle du décor, Swann prit plaisir à voir les héritiers des ""Tigres"" de Balzac, les grooms, suivants ordinaires de la promenade, qui, chapeautés et bottés, restaient dehors devant l'hôtel sur le sol de l'avenue, ou devant les écuries, comme des jardiniers auraient été rangés à l'entrée de leurs Dès",C2
