id,sentence,difficulty
4172,une fois que vous vous êtes muni des pièces et documents demandés vous les scannez et les enregistrez sous format numérique,B2
4173,je mappelle jessica je suis une fille je suis française et jai treize ans,A1
4174,lis un livre pour être plus calme,A2
4175,jattends votre réponse,A1
4176,un contrat est signé par léditeur et par lauteur,A2
4177,nous avons assez mangé nous ne voulons plus de gâteaux ni de sucreries,A2
4178,quand ulysse fut parti pénélope demeura pensive,C2
4179,le voleur nous a avoué quil avait agi sans raison,B1
4180,il fait un froid incroyable à moscou mais la ville est superbe,B1
4181,je ne sais pas où elles sont,A1
4182,sachant que nous jetons 20 milliards de couchesculottes tous les ans dans le monde,B2
4183,il nest pas assez dur il est trop mou,A1
4184,soumis à des persécutions en raison de leur confession protestante ils espèrent pouvoir vivre leur foi librement,B2
4185,le parc national de chamonix a besoin de 5 guides pour lété,A1
4186,ces nouveaux seniors ne joueront pas à faire de la figuration pronostique robert rochefort directeur général du centre de recherche pour létude et lobservation des conditions de vie credoc et auteur de vive le papyboom odile jacob,C1
4187,sur les cinq heures il entendit la canonnade  cétaient les préliminaires de waterloo,B2
4188,alors questce quon leur donne là ,A2
4189,les soldats se regardèrent étonnés surtout de lidée de payer et lui accordèrent avec bonté une place au feu  son domestique lui fit un abri,B2
4190,cest sympa de ta part,A1
4191,vous êtes une femme très intelligente,A1
4192,le chien nest pas le seul à apprendre ,A2
4193,le bac en poche le premier dentre eux choisit den faire son métier,B1
4194,nous sommes tous des planches lithographiques dont une infinité de copies se tirent par la médisance,C2
4195,linspecteur a trouvé des preuves,A2
4196,cependant nous continuons de parler anglais à la maison car mes parents ne veulent pas que je perde ma langue natale,A1
4197,ils tintaient le glas maintenant un glas dune tristesse inexprimable lourd de larmes tout gonflé de sanglots,C2
4198,pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité il est important quelles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité  inversement si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent il y a plus de chance que le dispositif soit contourné,C1
4199,cest avec grand plaisir que je vous envoie ce message pour vous décrire votre voyage à paris en notre compagnie,A2
4200,ces constats ont conduit la profession comptable notamment mais aussi les dirigeants dentreprises à sinterroger pour savoir comment rendre compte de la valeur réelle de leur entreprise,C2
4201,le xxe siècle a vu exploser le nombre de technologies capables de produire et diffuser de linformation,B2
4202,lune des plus emblématiques est marie sophie germain,B2
4203,non non dit le roi restezlà mon ami mais jai assez dormi  dit le berger,A2
4204,ce nest pas grave on va manger autre chose,A2
4205,elle parlait plusieurs langues imparfaitement à la vérité mais toujours 11 avec vivacité quelquefois avec grâce,C2
4206,tu as eu des nouvelles de marie,A2
4207,son cercle sétait composé de quelques amis ou parents de son amant et de leurs femmes que lascendant du comte de p  avait forcés à recevoir sa maîtresse,C2
4208,environ 60000 enseignants possèdent un compte sur le site de la fondation qui forme plusieurs milliers denseignants de la maternelle à la troisième chaque année,C2
4209,je rentrais chaque jour en compagnie de mon amoureux,A2
4210,cette ville a une atmosphère particulière dont je me souviendrai toujours,B1
4211,tu iras voir ta maman la semaine prochaine ,A1
4212,merci monsieur,A1
4213,elle sétirait délicatement en un long ruban dhommes et de chameaux,C1
4214,le quotidien dallas morning news a même sorti quil sagissait de la pancarte la plus étrange quils avaient jamais vue,B1
4215,contrairement aux autres lanceurs privés passés ou encore opérationnels le falcon 1 utilise des composants entièrement conçus au sein de la société qui le commercialise,C1
4216,es professeurs danglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,B2
4217,la façon dont il était habillé au golf tout comme la façon dont il était habillé au bureau était méticuleuse,B1
4218,cinq ans plus tard vge mène une campagne présidentielle moderne inspirée de celle de kennedy aux étatsunis,C1
4219,dabord je préfère quand il ne fait pas trop chaud et jadore la lumière dorée des belles journées dautomne,A2
4220,peutêtre étaitce lapaisante influence du cigare dont la bague rouge ornée dun somptueux écu gaufré dor indiquait sans discrétion le prix,C2
4221,il habite en italie avec sa femme et ses enfants,A1
4222,quelle heure il est ,A1
4223,ce sont les journalistes égyptiens mustafa et ali amin qui eurent lidée dintroduire cette fête dans leur pays,B2
4224,le tableau paraissait plus beau quavant,B1
4225,je nai pas vraiment dappétit le matin même si je sais que cest le repas le plus important de la journée,A2
4226,en cas de danger il faudra vite repartir en voiture,A2
4227,nous avons une voiture bleue,A1
4228,cette quête de laltérité zonale laissa au milieu du xxe une marque géographique frappante  lorsque simposa lidée de tiersmonde il savéra que les pays sousdéveloppés étaient alors très majoritairement situés dans la zone intertropicale le sud,C2
4229,elle doit les aider à apprendre,A2
4230,près de la pagode sule dans le centre de rangoun la capitale économique un sitin a été organisé les manifestants déposant à terre les couvercles de poubelles qui leur servent de boucliers de fortune,C1
4231,les reliures de tons différents rouges jaunes vertes violettes et bleues mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes,B2
4232,mais les arbres abattus croissaient de nouveau derrière eux et les herbes et les broussailles repoussaient aussitôt que détruites plus nombreuses et plus touffues noyant la route commencée,B2
4233,une femme nenvoie pas ses sentiments à un homme,A2
4234,deux employés dun supermarché ont été licenciés après quils aient refusé de travailler le dimanche,B2
4235,je pense que cest bon,A1
4236,il devait à tout prix téléphoner à son bourreau quand il recevait des nouvelles de son banquier,B1
4237,avant de corser les choses,B1
4238,mon impatience se changea tout à coup en timidité  je mhabillai lentement  je ne me sentais plus pressé darriver  javais un tel effroi que mon attente ne fût déçue un sentiment si vif de la douleur que je courais risque déprouver que jaurais consenti volontiers à tout ajourner,C2
4239,nous avions lintention dappeler ce journal changer de vie révèle sa fondatrice,C1
4240,on est tous ensemble,A1
4241,si vous en avez la possibilité ne laissez pas votre chien longtemps dans la voiture sans surveillance,B1
4242,il fait beau aujourdhui ,A1
4243,ceux qui représentent la classe moyenne qui ont fait le gros des rédactions vont être broyés,B2
4244,un frisson me saisit soudain non pas un frisson de froid mais un étrange frisson dangoisse,B2
4245,elle aime le sport et la musique,A1
4246,dans le bureau il y a un vélo dappartement des haltères et un stepper,B1
4247,un visage humain est projeté sur un masque de plastique et sadapte à son interlocuteur rire larmes dédain gêne neutre,C2
4248,à votre arrivée le 7 juin prochain nous allons vous accueillir à laéroport pour vous conduire à votre hôtel,A2
4249,cet aprèsmidi avec mes amis nous allons au cinéma,A1
4250,les enfants travaillent bien à lécole même si ma fille a quelques difficultés en mathématiques,B1
4251,essayez maintenant didentifier les mots de vocabulaire dans lhistoire en lécoutant à nouveau,B1
4252,mon cas personnel est peut être ici éclairant  je suis bilingue anglais,C2
4253,les populations passent alors dun régime alimentaire traditionnel reposant sur les céréales racines ou tubercules comportant une faible proportion de lipides peu de produits dorigine animale et une forte teneur en fibres à une alimentation beaucoup plus riche en sucre en lipides en sel et au total en calories,C1
4254,le repas était très bon en revanche le dessert était immangeable,B2
4255,ainsi les écarts de pratique hommesfemmes varient selon le type de ménage  faibles pour les personnes en couple sans enfant 1 point et pour les personnes seules 4 points ils atteignent 8 points en défaveur des femmes parmi les couples avec enfants,C1
4256,quiconque aurait la dans mon coeur en son absence maurait pris pour un séducteur froid et peu sensible  quiconque meût aperçu à ses côtés eût cru reconnaître en moi un amant novice interdit et passionné,C2
4257,et chaque fois que je sentais son grand souffle chaud sur mon visage je serrais les dents je fermais les poings dans les poches de mon pantalon je me tendais tout entier pour triompher du soleil et de cette ivresse opaque quil me déversait,C2
4258,elle cest gérarda elle a 85 ans et elle vit avec séverine 36 ans et sa fille kéline de 8 ans,A1
4259,en effet je remplis les conditions dancienneté requises puisque je travaille dans votre entreprise depuis 45 mois et que je possède une expérience professionnelle de 8 années,C1
